code,code_desc,p1,p2,p3,p4,p5
B419,Paracoccidioidomycosis unspecified,,Paracoccidioidomycosis,Mycoses,Certain infectious and parasitic diseases,root
B420,Pulmonary sporotrichosis,,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B421,Lymphocutaneous sporotrichosis,,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B427,Disseminated sporotrichosis,,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B4281,Cerebral sporotrichosis,Other forms of sporotrichosis,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B4282,Sporotrichosis arthritis,Other forms of sporotrichosis,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B4289,Other forms of sporotrichosis,Other forms of sporotrichosis,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B428,Other forms of sporotrichosis,,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B429,Sporotrichosis unspecified,,Sporotrichosis,Mycoses,Certain infectious and parasitic diseases,root
B430,Cutaneous chromomycosis,,Chromomycosis and phaeomycotic abscess,Mycoses,Certain infectious and parasitic diseases,root
B431,Pheomycotic brain abscess,,Chromomycosis and phaeomycotic abscess,Mycoses,Certain infectious and parasitic diseases,root
B432,Subcutaneous pheomycotic abscess and cyst,,Chromomycosis and phaeomycotic abscess,Mycoses,Certain infectious and parasitic diseases,root
B438,Other forms of chromomycosis,,Chromomycosis and phaeomycotic abscess,Mycoses,Certain infectious and parasitic diseases,root
B439,Chromomycosis unspecified,,Chromomycosis and phaeomycotic abscess,Mycoses,Certain infectious and parasitic diseases,root
B440,Invasive pulmonary aspergillosis,,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B441,Other pulmonary aspergillosis,,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B442,Tonsillar aspergillosis,,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B447,Disseminated aspergillosis,,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B4481,Allergic bronchopulmonary aspergillosis,Other forms of aspergillosis,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B4489,Other forms of aspergillosis,Other forms of aspergillosis,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B448,Other forms of aspergillosis,,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B449,Aspergillosis unspecified,,Aspergillosis,Mycoses,Certain infectious and parasitic diseases,root
B450,Pulmonary cryptococcosis,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B451,Cerebral cryptococcosis,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B452,Cutaneous cryptococcosis,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B453,Osseous cryptococcosis,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B457,Disseminated cryptococcosis,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B458,Other forms of cryptococcosis,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B459,Cryptococcosis unspecified,,Cryptococcosis,Mycoses,Certain infectious and parasitic diseases,root
B460,Pulmonary mucormycosis,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B461,Rhinocerebral mucormycosis,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B462,Gastrointestinal mucormycosis,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B463,Cutaneous mucormycosis,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B464,Disseminated mucormycosis,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B465,Mucormycosis unspecified,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B468,Other zygomycoses,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B469,Zygomycosis unspecified,,Zygomycosis,Mycoses,Certain infectious and parasitic diseases,root
B470,Eumycetoma,,Mycetoma,Mycoses,Certain infectious and parasitic diseases,root
B471,Actinomycetoma,,Mycetoma,Mycoses,Certain infectious and parasitic diseases,root
B479,Mycetoma unspecified,,Mycetoma,Mycoses,Certain infectious and parasitic diseases,root
B480,Lobomycosis,,Other mycoses not elsewhere classified,Mycoses,Certain infectious and parasitic diseases,root
B481,Rhinosporidiosis,,Other mycoses not elsewhere classified,Mycoses,Certain infectious and parasitic diseases,root
B482,Allescheriasis,,Other mycoses not elsewhere classified,Mycoses,Certain infectious and parasitic diseases,root
B483,Geotrichosis,,Other mycoses not elsewhere classified,Mycoses,Certain infectious and parasitic diseases,root
B484,Penicillosis,,Other mycoses not elsewhere classified,Mycoses,Certain infectious and parasitic diseases,root
B488,Other specified mycoses,,Other mycoses not elsewhere classified,Mycoses,Certain infectious and parasitic diseases,root
B49,Unspecified mycosis,,Unspecified mycosis,Mycoses,Certain infectious and parasitic diseases,root
B500,Plasmodium falciparum malaria with cerebral complications,,Plasmodium falciparum malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B508,Other severe and complicated Plasmodium falciparum malaria,,Plasmodium falciparum malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B509,Plasmodium falciparum malaria unspecified,,Plasmodium falciparum malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B510,Plasmodium vivax malaria with rupture of spleen,,Plasmodium vivax malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B518,Plasmodium vivax malaria with other complications,,Plasmodium vivax malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B519,Plasmodium vivax malaria without complication,,Plasmodium vivax malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B520,Plasmodium malariae malaria with nephropathy,,Plasmodium malariae malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B528,Plasmodium malariae malaria with other complications,,Plasmodium malariae malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B529,Plasmodium malariae malaria without complication,,Plasmodium malariae malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B530,Plasmodium ovale malaria,,Other parasitologically confirmed malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B531,Malaria due to simian plasmodia,,Other parasitologically confirmed malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B538,Other malaria not elsewhere classified,,Other parasitologically confirmed malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B54,Unspecified malaria,,Unspecified malaria,Protozoal diseases,Certain infectious and parasitic diseases,root
B550,Visceral leishmaniasis,,Leishmaniasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B551,Cutaneous leishmaniasis,,Leishmaniasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B552,Mucocutaneous leishmaniasis,,Leishmaniasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B559,Leishmaniasis unspecified,,Leishmaniasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B560,Gambiense trypanosomiasis,,African trypanosomiasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B561,Rhodesiense trypanosomiasis,,African trypanosomiasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B569,African trypanosomiasis unspecified,,African trypanosomiasis,Protozoal diseases,Certain infectious and parasitic diseases,root
B570,Acute Chagas' disease with heart involvement,,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B571,Acute Chagas' disease without heart involvement,,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B572,Chagas' disease (chronic) with heart involvement,,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5730,Chagas' disease with digestive system involvement unspecified,Chagas' disease (chronic) with digestive system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5731,Megaesophagus in Chagas' disease,Chagas' disease (chronic) with digestive system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5732,Megacolon in Chagas' disease,Chagas' disease (chronic) with digestive system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5739,Other digestive system involvement in Chagas' disease,Chagas' disease (chronic) with digestive system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B573,Chagas' disease (chronic) with digestive system involvement,,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5740,Chagas' disease with nervous system involvement unspecified,Chagas' disease (chronic) with nervous system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5741,Meningitis in Chagas' disease,Chagas' disease (chronic) with nervous system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5742,Meningoencephalitis in Chagas' disease,Chagas' disease (chronic) with nervous system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5749,Other nervous system involvement in Chagas' disease,Chagas' disease (chronic) with nervous system involvement,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B574,Chagas' disease (chronic) with nervous system involvement,,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B575,Chagas' disease (chronic) with other organ involvement,,Chagas disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B5800,Toxoplasma oculopathy unspecified,Toxoplasma oculopathy,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B5801,Toxoplasma chorioretinitis,Toxoplasma oculopathy,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B5809,Other toxoplasma oculopathy,Toxoplasma oculopathy,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B580,Toxoplasma oculopathy,,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B581,Toxoplasma hepatitis,,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B582,Toxoplasma meningoencephalitis,,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B583,Pulmonary toxoplasmosis,,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B5881,Toxoplasma myocarditis,Toxoplasmosis with other organ involvement,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B5882,Toxoplasma myositis,Toxoplasmosis with other organ involvement,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B5883,Toxoplasma tubulo-interstitial nephropathy,Toxoplasmosis with other organ involvement,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B5889,Toxoplasmosis with other organ involvement,Toxoplasmosis with other organ involvement,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B588,Toxoplasmosis with other organ involvement,,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B589,Toxoplasmosis unspecified,,Toxoplasmosis,Protozoal diseases,Certain infectious and parasitic diseases,root
B6000,Babesiosis unspecified,Babesiosis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6001,Babesiosis due to Babesia microti,Babesiosis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6002,Babesiosis due to Babesia duncani,Babesiosis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6003,Babesiosis due to Babesia divergens,Babesiosis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6009,Other babesiosis,Babesiosis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B600,Babesiosis,,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6010,Acanthamebiasis unspecified,Acanthamebiasis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6011,Meningoencephalitis due to Acanthamoeba (culbertsoni),Acanthamebiasis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6012,Conjunctivitis due to Acanthamoeba,Acanthamebiasis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6013,Keratoconjunctivitis due to Acanthamoeba,Acanthamebiasis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B6019,Other acanthamebic disease,Acanthamebiasis,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B601,Acanthamebiasis,,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B602,Naegleriasis,,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B608,Other specified protozoal diseases,,Other protozoal diseases not elsewhere classified,Protozoal diseases,Certain infectious and parasitic diseases,root
B64,Unspecified protozoal disease,,Unspecified protozoal disease,Protozoal diseases,Certain infectious and parasitic diseases,root
B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],,Schistosomiasis [bilharziasis],Helminthiases,Certain infectious and parasitic diseases,root
B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],,Schistosomiasis [bilharziasis],Helminthiases,Certain infectious and parasitic diseases,root
B652,Schistosomiasis due to Schistosoma japonicum,,Schistosomiasis [bilharziasis],Helminthiases,Certain infectious and parasitic diseases,root
B653,Cercarial dermatitis,,Schistosomiasis [bilharziasis],Helminthiases,Certain infectious and parasitic diseases,root
B658,Other schistosomiasis,,Schistosomiasis [bilharziasis],Helminthiases,Certain infectious and parasitic diseases,root
B659,Schistosomiasis unspecified,,Schistosomiasis [bilharziasis],Helminthiases,Certain infectious and parasitic diseases,root
B660,Opisthorchiasis,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B661,Clonorchiasis,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B662,Dicroceliasis,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B663,Fascioliasis,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B664,Paragonimiasis,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B665,Fasciolopsiasis,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B668,Other specified fluke infections,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B669,Fluke infection unspecified,,Other fluke infections,Helminthiases,Certain infectious and parasitic diseases,root
B670,Echinococcus granulosus infection of liver,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B671,Echinococcus granulosus infection of lung,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B672,Echinococcus granulosus infection of bone,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6731,Echinococcus granulosus infection thyroid gland,Echinococcus granulosus infection other and multiple sites,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6732,Echinococcus granulosus infection multiple sites,Echinococcus granulosus infection other and multiple sites,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6739,Echinococcus granulosus infection other sites,Echinococcus granulosus infection other and multiple sites,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B673,Echinococcus granulosus infection other and multiple sites,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B674,Echinococcus granulosus infection unspecified,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B675,Echinococcus multilocularis infection of liver,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6761,Echinococcus multilocularis infection multiple sites,Echinococcus multilocularis infection other and multiple sites,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6769,Echinococcus multilocularis infection other sites,Echinococcus multilocularis infection other and multiple sites,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B676,Echinococcus multilocularis infection other and multiple sites,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B677,Echinococcus multilocularis infection unspecified,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B678,Echinococcosis unspecified of liver,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6790,Echinococcosis unspecified,Echinococcosis other and unspecified,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B6799,Other echinococcosis,Echinococcosis other and unspecified,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B679,Echinococcosis other and unspecified,,Echinococcosis,Helminthiases,Certain infectious and parasitic diseases,root
B680,Taenia solium taeniasis,,Taeniasis,Helminthiases,Certain infectious and parasitic diseases,root
B681,Taenia saginata taeniasis,,Taeniasis,Helminthiases,Certain infectious and parasitic diseases,root
B689,Taeniasis unspecified,,Taeniasis,Helminthiases,Certain infectious and parasitic diseases,root
B690,Cysticercosis of central nervous system,,Cysticercosis,Helminthiases,Certain infectious and parasitic diseases,root
B691,Cysticercosis of eye,,Cysticercosis,Helminthiases,Certain infectious and parasitic diseases,root
B6981,Myositis in cysticercosis,Cysticercosis of other sites,Cysticercosis,Helminthiases,Certain infectious and parasitic diseases,root
B6989,Cysticercosis of other sites,Cysticercosis of other sites,Cysticercosis,Helminthiases,Certain infectious and parasitic diseases,root
B698,Cysticercosis of other sites,,Cysticercosis,Helminthiases,Certain infectious and parasitic diseases,root
B699,Cysticercosis unspecified,,Cysticercosis,Helminthiases,Certain infectious and parasitic diseases,root
B700,Diphyllobothriasis,,Diphyllobothriasis and sparganosis,Helminthiases,Certain infectious and parasitic diseases,root
B701,Sparganosis,,Diphyllobothriasis and sparganosis,Helminthiases,Certain infectious and parasitic diseases,root
B710,Hymenolepiasis,,Other cestode infections,Helminthiases,Certain infectious and parasitic diseases,root
B711,Dipylidiasis,,Other cestode infections,Helminthiases,Certain infectious and parasitic diseases,root
B718,Other specified cestode infections,,Other cestode infections,Helminthiases,Certain infectious and parasitic diseases,root
B719,Cestode infection unspecified,,Other cestode infections,Helminthiases,Certain infectious and parasitic diseases,root
B72,Dracunculiasis,,Dracunculiasis,Helminthiases,Certain infectious and parasitic diseases,root
B7300,Onchocerciasis with eye involvement unspecified,Onchocerciasis with eye disease,Onchocerciasis,Helminthiases,Certain infectious and parasitic diseases,root
B7301,Onchocerciasis with endophthalmitis,Onchocerciasis with eye disease,Onchocerciasis,Helminthiases,Certain infectious and parasitic diseases,root
B7302,Onchocerciasis with glaucoma,Onchocerciasis with eye disease,Onchocerciasis,Helminthiases,Certain infectious and parasitic diseases,root
B7309,Onchocerciasis with other eye involvement,Onchocerciasis with eye disease,Onchocerciasis,Helminthiases,Certain infectious and parasitic diseases,root
B730,Onchocerciasis with eye disease,,Onchocerciasis,Helminthiases,Certain infectious and parasitic diseases,root
B731,Onchocerciasis without eye disease,,Onchocerciasis,Helminthiases,Certain infectious and parasitic diseases,root
B740,Filariasis due to Wuchereria bancrofti,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B741,Filariasis due to Brugia malayi,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B742,Filariasis due to Brugia timori,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B743,Loiasis,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B744,Mansonelliasis,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B748,Other filariases,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B749,Filariasis unspecified,,Filariasis,Helminthiases,Certain infectious and parasitic diseases,root
B75,Trichinellosis,,Trichinellosis,Helminthiases,Certain infectious and parasitic diseases,root
B760,Ancylostomiasis,,Hookworm diseases,Helminthiases,Certain infectious and parasitic diseases,root
B761,Necatoriasis,,Hookworm diseases,Helminthiases,Certain infectious and parasitic diseases,root
B768,Other hookworm diseases,,Hookworm diseases,Helminthiases,Certain infectious and parasitic diseases,root
B769,Hookworm disease unspecified,,Hookworm diseases,Helminthiases,Certain infectious and parasitic diseases,root
B770,Ascariasis with intestinal complications,,Ascariasis,Helminthiases,Certain infectious and parasitic diseases,root
B7781,Ascariasis pneumonia,Ascariasis with other complications,Ascariasis,Helminthiases,Certain infectious and parasitic diseases,root
B7789,Ascariasis with other complications,Ascariasis with other complications,Ascariasis,Helminthiases,Certain infectious and parasitic diseases,root
B778,Ascariasis with other complications,,Ascariasis,Helminthiases,Certain infectious and parasitic diseases,root
B779,Ascariasis unspecified,,Ascariasis,Helminthiases,Certain infectious and parasitic diseases,root
B780,Intestinal strongyloidiasis,,Strongyloidiasis,Helminthiases,Certain infectious and parasitic diseases,root
B781,Cutaneous strongyloidiasis,,Strongyloidiasis,Helminthiases,Certain infectious and parasitic diseases,root
B787,Disseminated strongyloidiasis,,Strongyloidiasis,Helminthiases,Certain infectious and parasitic diseases,root
B789,Strongyloidiasis unspecified,,Strongyloidiasis,Helminthiases,Certain infectious and parasitic diseases,root
B79,Trichuriasis,,Trichuriasis,Helminthiases,Certain infectious and parasitic diseases,root
B80,Enterobiasis,,Enterobiasis,Helminthiases,Certain infectious and parasitic diseases,root
B810,Anisakiasis,,Other intestinal helminthiases not elsewhere classified,Helminthiases,Certain infectious and parasitic diseases,root
B811,Intestinal capillariasis,,Other intestinal helminthiases not elsewhere classified,Helminthiases,Certain infectious and parasitic diseases,root
B812,Trichostrongyliasis,,Other intestinal helminthiases not elsewhere classified,Helminthiases,Certain infectious and parasitic diseases,root
B813,Intestinal angiostrongyliasis,,Other intestinal helminthiases not elsewhere classified,Helminthiases,Certain infectious and parasitic diseases,root
B814,Mixed intestinal helminthiases,,Other intestinal helminthiases not elsewhere classified,Helminthiases,Certain infectious and parasitic diseases,root
B818,Other specified intestinal helminthiases,,Other intestinal helminthiases not elsewhere classified,Helminthiases,Certain infectious and parasitic diseases,root
B820,Intestinal helminthiasis unspecified,,Unspecified intestinal parasitism,Helminthiases,Certain infectious and parasitic diseases,root
B829,Intestinal parasitism unspecified,,Unspecified intestinal parasitism,Helminthiases,Certain infectious and parasitic diseases,root
B830,Visceral larva migrans,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B831,Gnathostomiasis,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B832,Angiostrongyliasis due to Parastrongylus cantonensis,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B833,Syngamiasis,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B834,Internal hirudiniasis,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B838,Other specified helminthiases,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B839,Helminthiasis unspecified,,Other helminthiases,Helminthiases,Certain infectious and parasitic diseases,root
B850,Pediculosis due to Pediculus humanus capitis,,Pediculosis and phthiriasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B851,Pediculosis due to Pediculus humanus corporis,,Pediculosis and phthiriasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B852,Pediculosis unspecified,,Pediculosis and phthiriasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B853,Phthiriasis,,Pediculosis and phthiriasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B854,Mixed pediculosis and phthiriasis,,Pediculosis and phthiriasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B86,Scabies,,Scabies,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B870,Cutaneous myiasis,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B871,Wound myiasis,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B872,Ocular myiasis,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B873,Nasopharyngeal myiasis,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B874,Aural myiasis,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B8781,Genitourinary myiasis,Myiasis of other sites,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B8782,Intestinal myiasis,Myiasis of other sites,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B8789,Myiasis of other sites,Myiasis of other sites,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B878,Myiasis of other sites,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B879,Myiasis unspecified,,Myiasis,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B880,Other acariasis,,Other infestations,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B881,Tungiasis [sandflea infestation],,Other infestations,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B882,Other arthropod infestations,,Other infestations,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B883,External hirudiniasis,,Other infestations,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B888,Other specified infestations,,Other infestations,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B889,Infestation unspecified,,Other infestations,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B89,Unspecified parasitic disease,,Unspecified parasitic disease,Pediculosis acariasis and other infestations,Certain infectious and parasitic diseases,root
B900,Sequelae of central nervous system tuberculosis,,Sequelae of tuberculosis,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B901,Sequelae of genitourinary tuberculosis,,Sequelae of tuberculosis,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B902,Sequelae of tuberculosis of bones and joints,,Sequelae of tuberculosis,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B908,Sequelae of tuberculosis of other organs,,Sequelae of tuberculosis,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B909,Sequelae of respiratory and unspecified tuberculosis,,Sequelae of tuberculosis,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B91,Sequelae of poliomyelitis,,Sequelae of poliomyelitis,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B92,Sequelae of leprosy,,Sequelae of leprosy,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B940,Sequelae of trachoma,,Sequelae of other and unspecified infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B941,Sequelae of viral encephalitis,,Sequelae of other and unspecified infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B942,Sequelae of viral hepatitis,,Sequelae of other and unspecified infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B948,Sequelae of other specified infectious and parasitic diseases,,Sequelae of other and unspecified infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B949,Sequelae of unspecified infectious and parasitic disease,,Sequelae of other and unspecified infectious and parasitic diseases,Sequelae of infectious and parasitic diseases,Certain infectious and parasitic diseases,root
B950,Streptococcus group A as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B951,Streptococcus group B as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B952,Enterococcus as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B953,Streptococcus pneumoniae as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B954,Other streptococcus as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B955,Unspecified streptococcus as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
