code,code_desc,inclusions,exclusions,sub_sub_block,sub_block,block,category,chapter
1E31,influenza due to identified zoonotic or pandemic influenza virus,,"['haemophilus influenzae [h. influenzae] meningitis', 'haemophilus influenzae [h. influenzae] pneumonia']",,,,influenza,certain infectious or parasitic diseases
1E32,"influenza, virus not identified","['influenza specific virus not stated to have been identified', 'viral influenza specific virus not stated to have been identified']","['haemophilus influenzae [h. influenzae] meningitis', 'haemophilus influenzae [h. influenzae] pneumonia']",,,,influenza,certain infectious or parasitic diseases
1E50,acute viral hepatitis,,"['infectious liver disease', 'acute or subacute hepatic failure', 'chronic viral hepatitis']",,,,viral hepatitis,certain infectious or parasitic diseases
1E500,acute hepatitis a,,"['infectious liver disease', 'acute or subacute hepatic failure']",,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E501,acute hepatitis b,,,,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E502,acute hepatitis c,,,,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E503,acute hepatitis d,,,,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E504,acute hepatitis e,,,,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E50Y,other specified acute viral hepatitis,,,,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E50Z,"acute viral hepatitis, unspecified",,,,,acute viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E51,chronic viral hepatitis,,"['alcoholic liver disease', 'autoimmune hepatitis', 'non-alcoholic fatty liver disease']",,,,viral hepatitis,certain infectious or parasitic diseases
1E510,chronic hepatitis b,,,,,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E5100,chronic hepatitis b with human immunodeficiency virus co-infection,,,,chronic hepatitis b,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E510Y,other specified chronic hepatitis b,,,,chronic hepatitis b,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E510Z,"chronic hepatitis b, unspecified",,,,chronic hepatitis b,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E511,chronic hepatitis c,,['non-alcoholic fatty liver disease'],,,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E512,chronic hepatitis d,,,,,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E513,chronic hepatitis e,,,,,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E51Y,other specified chronic viral hepatitis,,,,,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E51Z,"chronic viral hepatitis, unspecified",,,,,chronic viral hepatitis,viral hepatitis,certain infectious or parasitic diseases
1E5Z,"viral hepatitis, unspecified",,,,,,viral hepatitis,certain infectious or parasitic diseases
1E70,smallpox,['variola'],,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E71,mpox,['monkeypox'],,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E72,cowpox,,,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E73,vaccinia,,,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E74,buffalopox,,,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E75,orf,,,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E76,molluscum contagiosum,,['viral warts'],,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E7Y,other specified infections due to poxvirus,,,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E7Z,"infections due to poxvirus, unspecified",,,,,infections due to poxvirus,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E80,common warts,,['warts of lips or oral cavity'],,,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E800,digital or periungual warts,,['plantar warts'],,common warts,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E801,plantar warts,,,,common warts,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E80Y,other specified common warts,,,,common warts,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E80Z,"common warts, unspecified",,,,common warts,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E81,plane warts,,,,,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E82,warts of lips or oral cavity,,,,,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E820,focal epithelial hyperplasia of oral mucous membranes,,,,warts of lips or oral cavity,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E83,wart virus proliferation in immune-deficient states,,,,,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E8Z,"viral warts, not elsewhere classified",,,,,human papillomavirus infection of skin or mucous membrane,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E90,varicella,,,,,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E900,varicella without complication,,,,varicella,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E901,varicella meningitis,,,,varicella,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E902,varicella encephalitis,"['postchickenpox encephalitis', 'varicella encephalomyelitis']",,,varicella,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E90Y,varicella with other specified complication,,,,varicella,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E90Z,"varicella, unspecified",,,,varicella,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E91,zoster,,,,,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E910,zoster without complications,,,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E911,ophthalmic zoster,"['zoster keratoconjunctivitis', 'zoster conjunctivitis', 'zoster keratitis', 'zoster scleritis', 'zoster anterior uveitis', 'zoster infection of eyelid']",,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E912,disseminated zoster,,,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E913,zoster with central nervous system involvement,,,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E914,acute neuropathy of cranial nerve due to zoster,,,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E9140,acute trigeminal zoster neuropathy,,,acute neuropathy of cranial nerve due to zoster,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E9141,acute herpetic geniculate ganglionitis,['zoster oticus'],,acute neuropathy of cranial nerve due to zoster,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E914Y,other specified acute neuropathy of cranial nerve due to zoster,,,acute neuropathy of cranial nerve due to zoster,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E914Z,"acute neuropathy of cranial nerve due to zoster, unspecified",,,acute neuropathy of cranial nerve due to zoster,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E915,postherpetic polyneuropathy,['postherpetic neuralgia'],,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E91Y,zoster with other specified complications,,,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1E91Z,"zoster, unspecified",,,,zoster,varicella zoster virus infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F00,herpes simplex infections,,['herpangina'],,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F000,herpes simplex infection of skin or mucous membrane,,,,,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0000,herpes simplex infection of skin,,,,herpes simplex infection of skin or mucous membrane,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0001,herpes simplex labialis,['cold sore'],,,herpes simplex infection of skin or mucous membrane,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0002,herpes simplex gingivostomatitis,,,,herpes simplex infection of skin or mucous membrane,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0003,disseminated cutaneous herpes simplex infection complicating other skin diseases,,,,herpes simplex infection of skin or mucous membrane,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F000Y,other specified herpes simplex infection of skin or mucous membrane,,,,herpes simplex infection of skin or mucous membrane,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F001,herpes simplex infection of the eye,,,,,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0010,herpes simplex keratitis,,,,herpes simplex infection of the eye,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0011,herpes simplex infection of eyelid,,,,herpes simplex infection of the eye,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F001Y,other specified herpes simplex infection of the eye,,,,herpes simplex infection of the eye,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F001Z,"herpes simplex infection of the eye, unspecified",,,,herpes simplex infection of the eye,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F002,herpes simplex infection of central nervous system,,,,,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0020,herpes simplex meningitis,,,,herpes simplex infection of central nervous system,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0021,encephalitis due to herpes simplex virus,['simian b disease'],,,herpes simplex infection of central nervous system,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F002Y,other specified herpes simplex infection of central nervous system,,,,herpes simplex infection of central nervous system,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F003,disseminated herpes simplex infection,,,,,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F00Y,other specified herpes simplex infections,,,,,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F00Z,"herpes simplex infections, unspecified",,,,,herpes simplex infections,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F01,roseola infantum,,,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F02,rubella,,,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F020,rubella with neurological complications,"['encephalitis due to rubella virus', 'meningitis due to rubella virus']",,,,rubella,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F021,rubella arthritis,,,,,rubella,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F022,rubella without complication,,,,,rubella,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F02Y,rubella with other specified complication,,,,,rubella,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F03,measles,['morbilli'],,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F030,measles without complication,,,,,measles,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F031,measles complicated by encephalitis,,,,,measles,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F032,measles complicated by meningitis,['postmeasles meningitis'],,,,measles,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F03Y,measles with other complications,,,,,measles,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F04,erythema infectiosum,['slapped cheek syndrome'],,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F05,picornavirus infections presenting in the skin or mucous membranes,,,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F050,enteroviral vesicular stomatitis,"['hand, foot and mouth disease']",,,,picornavirus infections presenting in the skin or mucous membranes,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F051,enteroviral vesicular pharyngitis,,,,,picornavirus infections presenting in the skin or mucous membranes,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F052,enteroviral exanthematous fever,,"['enteroviral vesicular pharyngitis', 'enteroviral vesicular stomatitis']",,,picornavirus infections presenting in the skin or mucous membranes,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F053,foot and mouth disease,,"['hand, foot and mouth disease']",,,picornavirus infections presenting in the skin or mucous membranes,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F05Y,other specified picornavirus infections presenting in the skin or mucous membranes,,,,,picornavirus infections presenting in the skin or mucous membranes,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0Y,other specified viral infections characterised by skin or mucous membrane lesions,,,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F0Z,"viral infections characterised by skin or mucous membrane lesions, unspecified",,,,,,viral infections characterised by skin or mucous membrane lesions,certain infectious or parasitic diseases
1F20,aspergillosis,['aspergilloma'],,,,,mycoses,certain infectious or parasitic diseases
1F200,invasive aspergillosis,,,,,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2000,invasive aspergillosis of the digestive tract,"['enterocolitis due to aspergillosis', 'hepatic or hepatosplenic aspergillosis', 'oesophageal aspergillosis']",,,invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2001,invasive cerebral aspergillosis,"['aspergillus meningitis', 'cerebral abscess due to aspergillus species', 'mycotic cerebral aneurysm due to aspergillus species', 'haemorrhagic cerebral infarction due to aspergillus species']",,,invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2002,disseminated aspergillosis,,,,invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F200Y,invasive aspergillosis of other specified site,,,,invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F200Z,"invasive aspergillosis, unspecified",,,,invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F201,non-invasive aspergillosis,,,,,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2010,aspergillus otomycosis,,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2011,chronic aspergillosis of the paranasal sinuses,['chronic granulomatous aspergillus rhinosinusitis'],,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2012,chronic pulmonary aspergillosis,,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2013,tonsillar aspergillosis,,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2014,aspergillus bronchitis,,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F2015,obstructing aspergillus tracheobronchitis,,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F201Y,other specified non-invasive aspergillosis,,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F201Z,"non-invasive aspergillosis, unspecified",,,,non-invasive aspergillosis,aspergillosis,mycoses,certain infectious or parasitic diseases
1F20Z,"aspergillosis, unspecified",,,,,aspergillosis,mycoses,certain infectious or parasitic diseases
1F21,basidiobolomycosis,['subcutaneous mucoromycosis due to basidiobolus ranarum'],,,,,mycoses,certain infectious or parasitic diseases
1F22,blastomycosis,,"['brazilian blastomycosis', 'keloidal blastomycosis']",,,,mycoses,certain infectious or parasitic diseases
1F23,candidosis,"['moniliasis', 'candidiasis']",,,,,mycoses,certain infectious or parasitic diseases
1F230,candidosis of lips or oral mucous membranes,,['neonatal candidosis'],,,candidosis,mycoses,certain infectious or parasitic diseases
1F231,candidosis of skin or mucous membranes,,,,,candidosis,mycoses,certain infectious or parasitic diseases
1F2310,vulvovaginal candidosis,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F2311,candida balanoposthitis,"['candidosis of penis', 'penile thrush']",,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F2312,flexural or intertriginous candidosis,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F2313,candidosis of nail or paronychium,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F2314,chronic mucocutaneous candidosis,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F2315,disseminated cutaneous candidosis,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F2316,candida otomycosis,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F231Y,candidosis of skin or mucous membrane of other specified site,,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F231Z,"candidosis of skin or mucous membranes, unspecified",,,,candidosis of skin or mucous membranes,candidosis,mycoses,certain infectious or parasitic diseases
1F232,candidosis of gastrointestinal tract,,,,,candidosis,mycoses,certain infectious or parasitic diseases
1F233,systemic or invasive candidosis,,,,,candidosis,mycoses,certain infectious or parasitic diseases
1F2330,candida meningitis,,,,systemic or invasive candidosis,candidosis,mycoses,certain infectious or parasitic diseases
1F2331,pulmonary candidosis,,,,systemic or invasive candidosis,candidosis,mycoses,certain infectious or parasitic diseases
1F233Y,other specified systemic or invasive candidosis,,,,systemic or invasive candidosis,candidosis,mycoses,certain infectious or parasitic diseases
1F233Z,"systemic or invasive candidosis, unspecified",,,,systemic or invasive candidosis,candidosis,mycoses,certain infectious or parasitic diseases
1F23Y,other specified candidosis,,,,,candidosis,mycoses,certain infectious or parasitic diseases
1F23Z,"candidosis, unspecified",,,,,candidosis,mycoses,certain infectious or parasitic diseases
1F24,chromoblastomycosis,,,,,,mycoses,certain infectious or parasitic diseases
1F25,coccidioidomycosis,,,,,,mycoses,certain infectious or parasitic diseases
1F250,pulmonary coccidioidomycosis,,,,,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2500,acute pulmonary coccidioidomycosis,,,,pulmonary coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2501,chronic pulmonary coccidioidomycosis,,,,pulmonary coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F251,extrathoracic coccidioidomycosis,,,,,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2510,disseminated coccidioidomycosis,,,,extrathoracic coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2511,primary cutaneous coccidioidomycosis,,,,extrathoracic coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2512,coccidioides meningitis,['coccidioidomycosis meningitis'],,,extrathoracic coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F251Y,other specified extrathoracic coccidioidomycosis,['coccidioidomycosis of bone or joint'],,,extrathoracic coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F251Z,"extrathoracic coccidioidomycosis, unspecified",,,,extrathoracic coccidioidomycosis,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F25Z,"coccidioidomycosis, unspecified",,,,,coccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F26,conidiobolomycosis,['rhinoentomophthoromycosis'],,,,,mycoses,certain infectious or parasitic diseases
1F27,cryptococcosis,,,,,,mycoses,certain infectious or parasitic diseases
1F270,pulmonary cryptococcosis,,,,,cryptococcosis,mycoses,certain infectious or parasitic diseases
1F271,cerebral cryptococcosis,['cerebral cryptococcomata'],,,,cryptococcosis,mycoses,certain infectious or parasitic diseases
1F2710,meningitis due to cryptococcus neoformans,,,,cerebral cryptococcosis,cryptococcosis,mycoses,certain infectious or parasitic diseases
1F272,disseminated cryptococcosis,,,,,cryptococcosis,mycoses,certain infectious or parasitic diseases
1F27Y,other specified cryptococcosis,,,,,cryptococcosis,mycoses,certain infectious or parasitic diseases
1F27Z,"cryptococcosis, unspecified",,,,,cryptococcosis,mycoses,certain infectious or parasitic diseases
1F28,dermatophytosis,"['infections due to species of epidermophyton, microsporum and trichophyton']","['tinea nigra', 'tinea versicolor']",,,,mycoses,certain infectious or parasitic diseases
1F280,dermatophytosis of scalp,"['tinea capitis', 'scalp ringworm']",,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F281,dermatophytosis of nail,"['onychomycosis due to dermatophyte', 'tinea unguium', 'ringworm of nails']","['onychomycosis due to non-dermatophyte mould', 'candida onychomycosis']",,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F282,dermatophytosis of foot,"['moccasin foot', 'tinea pedis', ""athlete's foot"", 'ringworm of foot']",,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F283,genitocrural dermatophytosis,"['tinea cruris', 'ringworm of groin', 'dermatophytosis of groin']",,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F284,kerion,,,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F285,disseminated dermatophytosis,,,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F28Y,other specified dermatophytosis,,,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F28Z,"dermatophytosis, unspecified",,,,,dermatophytosis,mycoses,certain infectious or parasitic diseases
1F29,eumycetoma,['mycetoma due to fungal infection'],['actinomycetoma'],,,,mycoses,certain infectious or parasitic diseases
1F2A,histoplasmosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2A0,pulmonary histoplasmosis capsulati,,,,,histoplasmosis,mycoses,certain infectious or parasitic diseases
1F2A1,histoplasmosis due to histoplasma duboisii,,,,,histoplasmosis,mycoses,certain infectious or parasitic diseases
1F2AY,other specified histoplasmosis,,,,,histoplasmosis,mycoses,certain infectious or parasitic diseases
1F2AZ,"histoplasmosis, unspecified",,,,,histoplasmosis,mycoses,certain infectious or parasitic diseases
1F2B,lobomycosis,['lobo disease'],,,,,mycoses,certain infectious or parasitic diseases
1F2C,mucormycosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2D,non-dermatophyte superficial dermatomycoses,,"['candidosis', 'dermatophytosis']",,,,mycoses,certain infectious or parasitic diseases
1F2D0,pityriasis versicolor,,,,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2D1,malassezia folliculitis,['seborrhoeic folliculitis'],['seborrhoea'],,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2D2,white piedra,['trichosporosis nodosa'],,,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2D3,black piedra,['trichomycosis nodularis'],,,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2D4,tinea nigra,['keratomycosis nigricans palmaris'],,,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2D5,onychomycosis due to non-dermatophyte mould,,['candidosis of nail or paronychium'],,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2DY,other specified non-dermatophyte superficial dermatomycoses,,,,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2DZ,"non-dermatophyte superficial dermatomycoses, unspecified",,,,,non-dermatophyte superficial dermatomycoses,mycoses,certain infectious or parasitic diseases
1F2E,paracoccidioidomycosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2E0,pulmonary paracoccidioidomycosis,,,,,paracoccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2E1,disseminated paracoccidioidomycosis,"['disseminated paracoccidioidomycosis with central nervous system involvement', 'disseminated paracoccidioidomycosis without central nervous system involvement']",,,,paracoccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2EY,other specified paracoccidioidomycosis,,,,,paracoccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2EZ,"paracoccidioidomycosis, unspecified",,,,,paracoccidioidomycosis,mycoses,certain infectious or parasitic diseases
1F2F,phaeohyphomycosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2G,pneumocystosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2G0,pulmonary pneumocystosis,"['pneumocystis-associated pulmonary nodule', 'pneumocystis colonization', 'pneumocystis associated pneumothorax', 'pneumocystis associated cysts or pneumatocoele']",,,,pneumocystosis,mycoses,certain infectious or parasitic diseases
1F2GZ,"pneumocystosis, unspecified",,,,,pneumocystosis,mycoses,certain infectious or parasitic diseases
1F2H,scedosporiosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2J,sporotrichosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2J0,lymphocutaneous sporotrichosis,,,,,sporotrichosis,mycoses,certain infectious or parasitic diseases
1F2J1,fixed cutaneous sporotrichosis,,,,,sporotrichosis,mycoses,certain infectious or parasitic diseases
1F2J2,pulmonary sporotrichosis,,,,,sporotrichosis,mycoses,certain infectious or parasitic diseases
1F2J3,disseminated sporotrichosis,,,,,sporotrichosis,mycoses,certain infectious or parasitic diseases
1F2JY,other specified sporotrichosis,,,,,sporotrichosis,mycoses,certain infectious or parasitic diseases
1F2JZ,"sporotrichosis, unspecified",,,,,sporotrichosis,mycoses,certain infectious or parasitic diseases
1F2K,talaromycosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2L,emmonsiosis,,,,,,mycoses,certain infectious or parasitic diseases
1F2L0,disseminated adiaspiromycosis,,['pulmonary adiaspiromycosis'],,,emmonsiosis,mycoses,certain infectious or parasitic diseases
1F2L1,pulmonary adiaspiromycosis,['adiaspiromycosis'],,,,emmonsiosis,mycoses,certain infectious or parasitic diseases
1F2LY,other specified emmonsiosis,,,,,emmonsiosis,mycoses,certain infectious or parasitic diseases
1F2LZ,"emmonsiosis, unspecified",,,,,emmonsiosis,mycoses,certain infectious or parasitic diseases
1F2Y,other specified mycoses,,,,,,mycoses,certain infectious or parasitic diseases
1F2Z,"mycoses, unspecified",,,,,,mycoses,certain infectious or parasitic diseases
1F40,malaria due to plasmodium falciparum,,,,,malaria,parasitic diseases,certain infectious or parasitic diseases
1F400,plasmodium falciparum malaria with cerebral complications,,,,malaria due to plasmodium falciparum,malaria,parasitic diseases,certain infectious or parasitic diseases
1F40Y,other severe and complicated plasmodium falciparum malaria,,,,malaria due to plasmodium falciparum,malaria,parasitic diseases,certain infectious or parasitic diseases
1F40Z,"malaria due to plasmodium falciparum, unspecified",,,,malaria due to plasmodium falciparum,malaria,parasitic diseases,certain infectious or parasitic diseases
1F41,malaria due to plasmodium vivax,,['when mixed with plasmodium falciparum'],,,malaria,parasitic diseases,certain infectious or parasitic diseases
