code,code_desc,inclusions,exclusions,block,category,chapter
B22,human immunodeficiency virus [hiv] disease resulting in other specified diseases,,,human immunodeficiency virus [hiv] disease resulting in other specified diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B220,hiv disease resulting in encephalopathy,['hiv dementia'],,human immunodeficiency virus [hiv] disease resulting in other specified diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B221,hiv disease resulting in lymphoid interstitial pneumonitis,,,human immunodeficiency virus [hiv] disease resulting in other specified diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B222,hiv disease resulting in wasting syndrome,"['hiv disease resulting in failure to thrive', 'slim disease']",,human immunodeficiency virus [hiv] disease resulting in other specified diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B227,hiv disease resulting in multiple diseases classified elsewhere,,,human immunodeficiency virus [hiv] disease resulting in other specified diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B23,human immunodeficiency virus [hiv] disease resulting in other conditions,,,human immunodeficiency virus [hiv] disease resulting in other conditions,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B230,acute hiv infection syndrome,,,human immunodeficiency virus [hiv] disease resulting in other conditions,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B231,hiv disease resulting in (persistent) generalized lymphadenopathy,,,human immunodeficiency virus [hiv] disease resulting in other conditions,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B232,"hiv disease resulting in haematological and immunological abnormalities, not elsewhere classified",,,human immunodeficiency virus [hiv] disease resulting in other conditions,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B238,hiv disease resulting in other specified conditions,,,human immunodeficiency virus [hiv] disease resulting in other conditions,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B24,unspecified human immunodeficiency virus [hiv] disease,,,unspecified human immunodeficiency virus [hiv] disease,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B25,cytomegaloviral disease,,,cytomegaloviral disease,other viral diseases,certain infectious and parasitic diseases
B250,cytomegaloviral pneumonitis,,,cytomegaloviral disease,other viral diseases,certain infectious and parasitic diseases
B251,cytomegaloviral hepatitis,,,cytomegaloviral disease,other viral diseases,certain infectious and parasitic diseases
B252,cytomegaloviral pancreatitis,,,cytomegaloviral disease,other viral diseases,certain infectious and parasitic diseases
B258,other cytomegaloviral diseases,,,cytomegaloviral disease,other viral diseases,certain infectious and parasitic diseases
B259,"cytomegaloviral disease, unspecified",,,cytomegaloviral disease,other viral diseases,certain infectious and parasitic diseases
B26,mumps,,,mumps,other viral diseases,certain infectious and parasitic diseases
B260,mumps orchitis,,,mumps,other viral diseases,certain infectious and parasitic diseases
B261,mumps meningitis,,,mumps,other viral diseases,certain infectious and parasitic diseases
B262,mumps encephalitis,,,mumps,other viral diseases,certain infectious and parasitic diseases
B263,mumps pancreatitis,,,mumps,other viral diseases,certain infectious and parasitic diseases
B268,mumps with other complications,"['mumps: arthritis', 'mumps: myocarditis', 'mumps: nephritis', 'mumps: polyneuropathy']",,mumps,other viral diseases,certain infectious and parasitic diseases
B269,mumps without complication,"['mumps: nos', 'mumps: parotitis nos']",,mumps,other viral diseases,certain infectious and parasitic diseases
B27,infectious mononucleosis,,,infectious mononucleosis,other viral diseases,certain infectious and parasitic diseases
B270,gammaherpesviral mononucleosis,['mononucleosis due to epstein-barr virus'],,infectious mononucleosis,other viral diseases,certain infectious and parasitic diseases
B271,cytomegaloviral mononucleosis,,,infectious mononucleosis,other viral diseases,certain infectious and parasitic diseases
B278,other infectious mononucleosis,,,infectious mononucleosis,other viral diseases,certain infectious and parasitic diseases
B279,"infectious mononucleosis, unspecified",,,infectious mononucleosis,other viral diseases,certain infectious and parasitic diseases
B30,viral conjunctivitis,,,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B300,keratoconjunctivitis due to adenovirus,"['epidemic keratoconjunctivitis', 'shipyard eye']",,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B301,conjunctivitis due to adenovirus,"['acute adenoviral follicular conjunctivitis', 'swimming-pool conjunctivitis']",,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B302,viral pharyngoconjunctivitis,,,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B303,acute epidemic haemorrhagic conjunctivitis (enteroviral),"['conjunctivitis due to: coxsackievirus 24', 'conjunctivitis due to: enterovirus 70', 'haemorrhagic conjunctivitis (acute)(epidemic)']",,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B308,other viral conjunctivitis,['newcastle conjunctivitis'],,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B309,"viral conjunctivitis, unspecified",,,viral conjunctivitis,other viral diseases,certain infectious and parasitic diseases
B33,"other viral diseases, not elsewhere classified",,,"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B330,epidemic myalgia,['bornholm disease'],,"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B331,ross river disease,"['epidemic polyarthritis and exanthema', 'ross river fever']",,"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B332,viral carditis,,,"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B333,"retrovirus infections, not elsewhere classified",['retrovirus infection nos'],,"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B334,hantavirus (cardio-)pulmonary syndrome [hps] [hcps],"['hantavirus disease with pulmonary manifestations', 'sin nombre virus disease']",['haemorrhagic fever with renal manifestations'],"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B338,other specified viral diseases,,,"other viral diseases, not elsewhere classified",other viral diseases,certain infectious and parasitic diseases
B34,viral infection of unspecified site,,,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B340,"adenovirus infection, unspecified site",,,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B341,"enterovirus infection, unspecified site","['coxsackievirus infection nos', 'echovirus infection nos']",,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B342,"coronavirus infection, unspecified site",,"['covid-19, virus identified', 'covid-19, virus not identified', 'severe acute respiratory syndrome [sars]']",viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B343,"parvovirus infection, unspecified site",,,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B344,"papovavirus infection, unspecified site",,,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B348,other viral infections of unspecified site,,,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B349,"viral infection, unspecified",['viraemia nos'],,viral infection of unspecified site,other viral diseases,certain infectious and parasitic diseases
B35,dermatophytosis,,,dermatophytosis,mycoses,certain infectious and parasitic diseases
B350,tinea barbae and tinea capitis,"['beard ringworm', 'kerion', 'scalp ringworm', 'sycosis, mycotic']",,dermatophytosis,mycoses,certain infectious and parasitic diseases
B351,tinea unguium,"['dermatophytic onychia', 'dermatophytosis of nail', 'onychomycosis', 'ringworm of nails']",,dermatophytosis,mycoses,certain infectious and parasitic diseases
B352,tinea manuum,"['dermatophytosis of hand', 'hand ringworm']",,dermatophytosis,mycoses,certain infectious and parasitic diseases
B353,tinea pedis,"['athlete foot', 'dermatophytosis of foot', 'foot ringworm']",,dermatophytosis,mycoses,certain infectious and parasitic diseases
B354,tinea corporis,['ringworm of the body'],,dermatophytosis,mycoses,certain infectious and parasitic diseases
B355,tinea imbricata,['tokelau'],,dermatophytosis,mycoses,certain infectious and parasitic diseases
B356,tinea inguinalis [tinea cruris],"['dhobi itch', 'groin ringworm', 'jock itch']",,dermatophytosis,mycoses,certain infectious and parasitic diseases
B358,other dermatophytoses,"['dermatophytosis: disseminated', 'dermatophytosis: granulomatous']",,dermatophytosis,mycoses,certain infectious and parasitic diseases
B359,"dermatophytosis, unspecified",['ringworm nos'],,dermatophytosis,mycoses,certain infectious and parasitic diseases
B36,other superficial mycoses,,,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B360,pityriasis versicolor,"['tinea: flava', 'tinea: versicolor']",,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B361,tinea nigra,"['keratomycosis nigricans palmaris', 'microsporosis nigra', 'pityriasis nigra']",,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B362,white piedra,['tinea blanca'],,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B363,black piedra,,,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B368,other specified superficial mycoses,,,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B369,"superficial mycosis, unspecified",,,other superficial mycoses,mycoses,certain infectious and parasitic diseases
B37,candidiasis,,,candidiasis,mycoses,certain infectious and parasitic diseases
B370,candidal stomatitis,['oral thrush'],,candidiasis,mycoses,certain infectious and parasitic diseases
B371,pulmonary candidiasis,,,candidiasis,mycoses,certain infectious and parasitic diseases
B372,candidiasis of skin and nail,"['candidal: onychia', 'candidal: paronychia']",['diaper [napkin] dermatitis'],candidiasis,mycoses,certain infectious and parasitic diseases
B373,candidiasis of vulva and vagina,"['candidal vulvovaginitis', 'monilial vulvovaginitis', 'vaginal thrush']",,candidiasis,mycoses,certain infectious and parasitic diseases
B374,candidiasis of other urogenital sites,"['candidal: balanitis', 'candidal: urethritis']",,candidiasis,mycoses,certain infectious and parasitic diseases
B375,candidal meningitis,,,candidiasis,mycoses,certain infectious and parasitic diseases
B376,candidal endocarditis,,,candidiasis,mycoses,certain infectious and parasitic diseases
B377,candidal sepsis,,,candidiasis,mycoses,certain infectious and parasitic diseases
B378,candidiasis of other sites,"['candidal: cheilitis', 'candidal: enteritis']",,candidiasis,mycoses,certain infectious and parasitic diseases
B379,"candidiasis, unspecified",['thrush nos'],,candidiasis,mycoses,certain infectious and parasitic diseases
B38,coccidioidomycosis,,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B380,acute pulmonary coccidioidomycosis,,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B381,chronic pulmonary coccidioidomycosis,,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B382,"pulmonary coccidioidomycosis, unspecified",,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B383,cutaneous coccidioidomycosis,,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B384,coccidioidomycosis meningitis,,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B387,disseminated coccidioidomycosis,['generalized coccidioidomycosis'],,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B388,other forms of coccidioidomycosis,,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B389,"coccidioidomycosis, unspecified",,,coccidioidomycosis,mycoses,certain infectious and parasitic diseases
B39,histoplasmosis,,,histoplasmosis,mycoses,certain infectious and parasitic diseases
B390,acute pulmonary histoplasmosis capsulati,,,histoplasmosis,mycoses,certain infectious and parasitic diseases
B391,chronic pulmonary histoplasmosis capsulati,,,histoplasmosis,mycoses,certain infectious and parasitic diseases
B392,"pulmonary histoplasmosis capsulati, unspecified",,,histoplasmosis,mycoses,certain infectious and parasitic diseases
B393,disseminated histoplasmosis capsulati,['generalized histoplasmosis capsulati'],,histoplasmosis,mycoses,certain infectious and parasitic diseases
B394,"histoplasmosis capsulati, unspecified",['american histoplasmosis'],,histoplasmosis,mycoses,certain infectious and parasitic diseases
B395,histoplasmosis duboisii,['african histoplasmosis'],,histoplasmosis,mycoses,certain infectious and parasitic diseases
B399,"histoplasmosis, unspecified",,,histoplasmosis,mycoses,certain infectious and parasitic diseases
B40,blastomycosis,,,blastomycosis,mycoses,certain infectious and parasitic diseases
B400,acute pulmonary blastomycosis,,,blastomycosis,mycoses,certain infectious and parasitic diseases
B401,chronic pulmonary blastomycosis,,,blastomycosis,mycoses,certain infectious and parasitic diseases
B402,"pulmonary blastomycosis, unspecified",,,blastomycosis,mycoses,certain infectious and parasitic diseases
B403,cutaneous blastomycosis,,,blastomycosis,mycoses,certain infectious and parasitic diseases
B407,disseminated blastomycosis,['generalized blastomycosis'],,blastomycosis,mycoses,certain infectious and parasitic diseases
B408,other forms of blastomycosis,,,blastomycosis,mycoses,certain infectious and parasitic diseases
B409,"blastomycosis, unspecified",,,blastomycosis,mycoses,certain infectious and parasitic diseases
B41,paracoccidioidomycosis,,,paracoccidioidomycosis,mycoses,certain infectious and parasitic diseases
B410,pulmonary paracoccidioidomycosis,,,paracoccidioidomycosis,mycoses,certain infectious and parasitic diseases
B417,disseminated paracoccidioidomycosis,['generalized paracoccidioidomycosis'],,paracoccidioidomycosis,mycoses,certain infectious and parasitic diseases
B418,other forms of paracoccidioidomycosis,,,paracoccidioidomycosis,mycoses,certain infectious and parasitic diseases
B419,"paracoccidioidomycosis, unspecified",,,paracoccidioidomycosis,mycoses,certain infectious and parasitic diseases
B42,sporotrichosis,,,sporotrichosis,mycoses,certain infectious and parasitic diseases
B420,pulmonary sporotrichosis,,,sporotrichosis,mycoses,certain infectious and parasitic diseases
B421,lymphocutaneous sporotrichosis,,,sporotrichosis,mycoses,certain infectious and parasitic diseases
B427,disseminated sporotrichosis,['generalized sporotrichosis'],,sporotrichosis,mycoses,certain infectious and parasitic diseases
B428,other forms of sporotrichosis,,,sporotrichosis,mycoses,certain infectious and parasitic diseases
B429,"sporotrichosis, unspecified",,,sporotrichosis,mycoses,certain infectious and parasitic diseases
B43,chromomycosis and phaeomycotic abscess,,,chromomycosis and phaeomycotic abscess,mycoses,certain infectious and parasitic diseases
B430,cutaneous chromomycosis,['dermatitis verrucosa'],,chromomycosis and phaeomycotic abscess,mycoses,certain infectious and parasitic diseases
B431,phaeomycotic brain abscess,['cerebral chromomycosis'],,chromomycosis and phaeomycotic abscess,mycoses,certain infectious and parasitic diseases
B432,subcutaneous phaeomycotic abscess and cyst,,,chromomycosis and phaeomycotic abscess,mycoses,certain infectious and parasitic diseases
B438,other forms of chromomycosis,,,chromomycosis and phaeomycotic abscess,mycoses,certain infectious and parasitic diseases
B439,"chromomycosis, unspecified",,,chromomycosis and phaeomycotic abscess,mycoses,certain infectious and parasitic diseases
B44,aspergillosis,,,aspergillosis,mycoses,certain infectious and parasitic diseases
B440,invasive pulmonary aspergillosis,,,aspergillosis,mycoses,certain infectious and parasitic diseases
B441,other pulmonary aspergillosis,,,aspergillosis,mycoses,certain infectious and parasitic diseases
B442,tonsillar aspergillosis,,,aspergillosis,mycoses,certain infectious and parasitic diseases
B447,disseminated aspergillosis,['generalized aspergillosis'],,aspergillosis,mycoses,certain infectious and parasitic diseases
B448,other forms of aspergillosis,,,aspergillosis,mycoses,certain infectious and parasitic diseases
B449,"aspergillosis, unspecified",,,aspergillosis,mycoses,certain infectious and parasitic diseases
B45,cryptococcosis,,,cryptococcosis,mycoses,certain infectious and parasitic diseases
B450,pulmonary cryptococcosis,,,cryptococcosis,mycoses,certain infectious and parasitic diseases
B451,cerebral cryptococcosis,"['cryptococcal meningitis', 'cryptococcosis meningocerebralis']",,cryptococcosis,mycoses,certain infectious and parasitic diseases
B452,cutaneous cryptococcosis,,,cryptococcosis,mycoses,certain infectious and parasitic diseases
B453,osseous cryptococcosis,,,cryptococcosis,mycoses,certain infectious and parasitic diseases
B457,disseminated cryptococcosis,['generalized cryptococcosis'],,cryptococcosis,mycoses,certain infectious and parasitic diseases
B458,other forms of cryptococcosis,,,cryptococcosis,mycoses,certain infectious and parasitic diseases
B459,"cryptococcosis, unspecified",,,cryptococcosis,mycoses,certain infectious and parasitic diseases
B46,zygomycosis,,,zygomycosis,mycoses,certain infectious and parasitic diseases
B460,pulmonary mucormycosis,,,zygomycosis,mycoses,certain infectious and parasitic diseases
B461,rhinocerebral mucormycosis,,,zygomycosis,mycoses,certain infectious and parasitic diseases
B462,gastrointestinal mucormycosis,,,zygomycosis,mycoses,certain infectious and parasitic diseases
B463,cutaneous mucormycosis,['subcutaneous mucormycosis'],,zygomycosis,mycoses,certain infectious and parasitic diseases
B464,disseminated mucormycosis,['generalized mucormycosis'],,zygomycosis,mycoses,certain infectious and parasitic diseases
B465,"mucormycosis, unspecified",,,zygomycosis,mycoses,certain infectious and parasitic diseases
B468,other zygomycoses,['entomophthoromycosis'],,zygomycosis,mycoses,certain infectious and parasitic diseases
B469,"zygomycosis, unspecified",['phycomycosis nos'],,zygomycosis,mycoses,certain infectious and parasitic diseases
B47,mycetoma,,,mycetoma,mycoses,certain infectious and parasitic diseases
B470,eumycetoma,"['madura foot, mycotic', 'maduromycosis']",,mycetoma,mycoses,certain infectious and parasitic diseases
B471,actinomycetoma,,,mycetoma,mycoses,certain infectious and parasitic diseases
B479,"mycetoma, unspecified",['madura foot nos'],,mycetoma,mycoses,certain infectious and parasitic diseases
B48,"other mycoses, not elsewhere classified",,,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B480,lobomycosis,"['keloidal blastomycosis', 'lobo disease']",,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B481,rhinosporidiosis,,,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B482,allescheriasis,['infection due to pseudallescheria boydii'],['eumycetoma'],"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B483,geotrichosis,['geotrichum stomatitis'],,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B484,penicillosis,,,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B485,pneumocystosis,"['pneumonia due to: pneumocystis carinii', 'pneumonia due to: pneumocystis jirovecii']",,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B487,opportunistic mycoses,,,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B488,other specified mycoses,['adiaspiromycosis'],,"other mycoses, not elsewhere classified",mycoses,certain infectious and parasitic diseases
B49,unspecified mycosis,,,unspecified mycosis,mycoses,certain infectious and parasitic diseases
B50,plasmodium falciparum malaria,,,plasmodium falciparum malaria,protozoal diseases,certain infectious and parasitic diseases
B500,plasmodium falciparum malaria with cerebral complications,['cerebral malaria nos'],,plasmodium falciparum malaria,protozoal diseases,certain infectious and parasitic diseases
B508,other severe and complicated plasmodium falciparum malaria,['severe or complicated plasmodium falciparum malaria nos'],,plasmodium falciparum malaria,protozoal diseases,certain infectious and parasitic diseases
B509,"plasmodium falciparum malaria, unspecified",,,plasmodium falciparum malaria,protozoal diseases,certain infectious and parasitic diseases
B51,plasmodium vivax malaria,,,plasmodium vivax malaria,protozoal diseases,certain infectious and parasitic diseases
B510,plasmodium vivax malaria with rupture of spleen,,,plasmodium vivax malaria,protozoal diseases,certain infectious and parasitic diseases
B518,plasmodium vivax malaria with other complications,,,plasmodium vivax malaria,protozoal diseases,certain infectious and parasitic diseases
B519,plasmodium vivax malaria without complication,['plasmodium vivax malaria nos'],,plasmodium vivax malaria,protozoal diseases,certain infectious and parasitic diseases
B52,plasmodium malariae malaria,,,plasmodium malariae malaria,protozoal diseases,certain infectious and parasitic diseases
B520,plasmodium malariae malaria with nephropathy,,,plasmodium malariae malaria,protozoal diseases,certain infectious and parasitic diseases
B528,plasmodium malariae malaria with other complications,,,plasmodium malariae malaria,protozoal diseases,certain infectious and parasitic diseases
B529,plasmodium malariae malaria without complication,['plasmodium malariae malaria nos'],,plasmodium malariae malaria,protozoal diseases,certain infectious and parasitic diseases
B53,other parasitologically confirmed malaria,,,other parasitologically confirmed malaria,protozoal diseases,certain infectious and parasitic diseases
B530,plasmodium ovale malaria,,"['when mixed with plasmodium: falciparum', 'when mixed with plasmodium: malariae', 'when mixed with plasmodium: vivax']",other parasitologically confirmed malaria,protozoal diseases,certain infectious and parasitic diseases
B531,malaria due to simian plasmodia,,"['when mixed with plasmodium: falciparum', 'when mixed with plasmodium: malariae', 'when mixed with plasmodium: ovale', 'when mixed with plasmodium: vivax']",other parasitologically confirmed malaria,protozoal diseases,certain infectious and parasitic diseases
B538,"other parasitologically confirmed malaria, not elsewhere classified",['parasitologically confirmed malaria nos'],,other parasitologically confirmed malaria,protozoal diseases,certain infectious and parasitic diseases
B54,unspecified malaria,,,unspecified malaria,protozoal diseases,certain infectious and parasitic diseases
B55,leishmaniasis,,,leishmaniasis,protozoal diseases,certain infectious and parasitic diseases
B550,visceral leishmaniasis,"['kala-azar', 'post-kala-azar dermal leishmaniasis']",,leishmaniasis,protozoal diseases,certain infectious and parasitic diseases
B551,cutaneous leishmaniasis,,,leishmaniasis,protozoal diseases,certain infectious and parasitic diseases
B552,mucocutaneous leishmaniasis,,,leishmaniasis,protozoal diseases,certain infectious and parasitic diseases
B559,"leishmaniasis, unspecified",,,leishmaniasis,protozoal diseases,certain infectious and parasitic diseases
B56,african trypanosomiasis,,,african trypanosomiasis,protozoal diseases,certain infectious and parasitic diseases
B560,gambiense trypanosomiasis,"['infection due to trypanosoma brucei gambiense', 'west african sleeping sickness']",,african trypanosomiasis,protozoal diseases,certain infectious and parasitic diseases
B561,rhodesiense trypanosomiasis,"['east african sleeping sickness', 'infection due to trypanosoma brucei rhodesiense']",,african trypanosomiasis,protozoal diseases,certain infectious and parasitic diseases
B569,"african trypanosomiasis, unspecified","['sleeping sickness nos', 'trypanosomiasis nos, in places where african trypanosomiasis is prevalent']",,african trypanosomiasis,protozoal diseases,certain infectious and parasitic diseases
B57,chagas disease,,,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B570,acute chagas disease with heart involvement,"['acute chagas disease with: cardiovascular involvement nec', 'acute chagas disease with: myocarditis']",,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B571,acute chagas disease without heart involvement,['acute chagas disease nos'],,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B572,chagas disease (chronic) with heart involvement,"['american trypanosomiasis nos', 'chagas disease (chronic) (with): nos', 'chagas disease (chronic) (with): cardiovascular involvement nec', 'chagas disease (chronic) (with): myocarditis', 'trypanosomiasis nos, in places where chagas disease is prevalent']",,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B573,chagas disease (chronic) with digestive system involvement,,,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B574,chagas disease (chronic) with nervous system involvement,,,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B575,chagas disease (chronic) with other organ involvement,,,chagas disease,protozoal diseases,certain infectious and parasitic diseases
B58,toxoplasmosis,,,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B580,toxoplasma oculopathy,['toxoplasma chorioretinitis'],,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B581,toxoplasma hepatitis,,,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B582,toxoplasma meningoencephalitis,,,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B583,pulmonary toxoplasmosis,,,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B588,toxoplasmosis with other organ involvement,"['toxoplasma: myocarditis', 'toxoplasma: myositis']",,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B589,"toxoplasmosis, unspecified",,,toxoplasmosis,protozoal diseases,certain infectious and parasitic diseases
B60,"other protozoal diseases, not elsewhere classified",,,"other protozoal diseases, not elsewhere classified",protozoal diseases,certain infectious and parasitic diseases
B600,babesiosis,['piroplasmosis'],,"other protozoal diseases, not elsewhere classified",protozoal diseases,certain infectious and parasitic diseases
B601,acanthamoebiasis,"['conjunctivitis due to acanthamoeba', 'keratoconjunctivitis due to acanthamoeba']",,"other protozoal diseases, not elsewhere classified",protozoal diseases,certain infectious and parasitic diseases
B602,naegleriasis,['primary amoebic meningoencephalitis'],,"other protozoal diseases, not elsewhere classified",protozoal diseases,certain infectious and parasitic diseases
B608,other specified protozoal diseases,['microsporidiosis'],,"other protozoal diseases, not elsewhere classified",protozoal diseases,certain infectious and parasitic diseases
B64,unspecified protozoal disease,,,unspecified protozoal disease,protozoal diseases,certain infectious and parasitic diseases
B65,schistosomiasis [bilharziasis],,,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B650,schistosomiasis due to schistosoma haematobium [urinary schistosomiasis],,,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B651,schistosomiasis due to schistosoma mansoni [intestinal schistosomiasis],,,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B652,schistosomiasis due to schistosoma japonicum,['asiatic schistosomiasis'],,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B653,cercarial dermatitis,['swimmer itch'],,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B658,other schistosomiases,"['infection due to schistosoma: intercalatum', 'infection due to schistosoma: mattheei', 'infection due to schistosoma: mekongi']",,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B659,"schistosomiasis, unspecified",,,schistosomiasis [bilharziasis],helminthiases,certain infectious and parasitic diseases
B66,other fluke infections,,,other fluke infections,helminthiases,certain infectious and parasitic diseases
B660,opisthorchiasis,"['infection due to: cat liver fluke', 'infection due to: opisthorchis (felineus)(viverrini)']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B661,clonorchiasis,"['chinese liver fluke disease', 'infection due to clonorchis sinensis', 'oriental liver fluke disease']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B662,dicrocoeliasis,"['infection due to dicrocoelium dendriticum', 'lancet fluke infection']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B663,fascioliasis,"['infection due to fasciola: gigantica', 'infection due to fasciola: hepatica', 'infection due to fasciola: indica', 'sheep liver fluke disease']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B664,paragonimiasis,"['infection due to paragonimus species', 'lung fluke disease', 'pulmonary distomiasis']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B665,fasciolopsiasis,"['infection due to fasciolopsis buski', 'intestinal distomiasis']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B668,other specified fluke infections,"['echinostomiasis', 'heterophyiasis', 'metagonimiasis', 'nanophyetiasis', 'watsoniasis']",,other fluke infections,helminthiases,certain infectious and parasitic diseases
B669,"fluke infection, unspecified",,,other fluke infections,helminthiases,certain infectious and parasitic diseases
B67,echinococcosis,,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B670,echinococcus granulosus infection of liver,,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B671,echinococcus granulosus infection of lung,,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B672,echinococcus granulosus infection of bone,,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B673,"echinococcus granulosus infection, other and multiple sites",,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B674,"echinococcus granulosus infection, unspecified",['dog tapeworm (infection)'],,echinococcosis,helminthiases,certain infectious and parasitic diseases
B675,echinococcus multilocularis infection of liver,,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B676,"echinococcus multilocularis infection, other and multiple sites",,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B677,"echinococcus multilocularis infection, unspecified",,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B678,"echinococcosis, unspecified, of liver",,,echinococcosis,helminthiases,certain infectious and parasitic diseases
B679,"echinococcosis, other and unspecified",['echinococcosis nos'],,echinococcosis,helminthiases,certain infectious and parasitic diseases
B68,taeniasis,,,taeniasis,helminthiases,certain infectious and parasitic diseases
B680,taenia solium taeniasis,['pork tapeworm (infection)'],,taeniasis,helminthiases,certain infectious and parasitic diseases
B681,taenia saginata taeniasis,"['beef tapeworm (infection)', 'infection due to adult tapeworm taenia saginata']",,taeniasis,helminthiases,certain infectious and parasitic diseases
B689,"taeniasis, unspecified",,,taeniasis,helminthiases,certain infectious and parasitic diseases
B69,cysticercosis,,,cysticercosis,helminthiases,certain infectious and parasitic diseases
B690,cysticercosis of central nervous system,,,cysticercosis,helminthiases,certain infectious and parasitic diseases
